Bipartite;Clique number;Density;Diameter;Edge connectivity;Matching number;Radius;Vertex connectivity;Largest L-eigenvalue ;AS Second largest Eigenvalue;AS Smallest Eigenvalue;Laplacian spectrum;Chromatic Number;Girth;Group Size;Domination number;Independence number;Chromatic Index
0;2;0.09677;6;3;16;5;3;5.63937;2.64044;-2.63937;0.35956;3;4;1;9;13;4
0;2;0.09677;6;3;16;5;3;5.69485;2.62980;-2.69485;0.3702;3;4;1;9;14;4
0;2;0.09677;5;3;16;5;3;5.81092;2.63202;-2.81092;0.36798;3;4;1;9;14;4
0;2;0.09677;5;3;16;5;3;5.66404;2.63323;-2.66404;0.36677;3;4;1;9;13;4
0;2;0.09677;6;3;16;5;3;5.78666;2.62031;-2.78666;0.37969;3;4;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.62732;2.63586;-2.62732;0.36414;3;4;1;9;13;4
0;2;0.09677;6;3;16;5;3;5.70165;2.63513;-2.70165;0.36487;3;4;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.60474;2.63455;-2.60474;0.36545;3;4;1;9;13;4
0;2;0.09677;6;3;16;5;3;5.76409;2.62747;-2.76409;0.37253;3;4;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.69211;2.63377;-2.69211;0.36623;3;4;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.63299;2.63063;-2.63299;0.36937;3;5;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.71013;2.62965;-2.71013;0.37035;3;4;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.61106;2.62576;-2.61106;0.37424;3;4;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.74607;2.63869;-2.74607;0.36131;3;4;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.68695;2.63882;-2.68695;0.36118;3;4;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.81271;2.62643;-2.8127;0.37357;3;4;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.67136;2.63283;-2.67136;0.36717;3;4;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.64731;2.62350;-2.64731;0.3765;3;4;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.66676;2.62696;-2.66676;0.37304;3;4;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.68321;2.62604;-2.68321;0.37396;3;4;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.65298;2.62708;-2.65298;0.37292;3;4;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.69473;2.62769;-2.69473;0.37231;3;4;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.68902;2.62660;-2.68902;0.3734;3;4;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.79846;2.63704;-2.79846;0.36296;3;4;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.64250;2.63864;-2.6425;0.36136;3;4;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.63518;2.64141;-2.63518;0.35859;3;4;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.80414;2.64076;-2.80414;0.35924;3;4;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.69735;2.64135;-2.69735;0.35865;3;4;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.61210;2.62529;-2.6121;0.37471;3;5;1;9;13;4
0;2;0.09677;6;3;16;5;3;5.64485;2.62747;-2.64485;0.37253;3;5;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.54544;2.63926;-2.54544;0.36074;3;5;1;9;13;4
0;2;0.09677;6;3;16;5;3;5.62922;2.63581;-2.62922;0.36419;3;5;1;9;13;4
0;2;0.09677;6;3;16;5;3;5.59931;2.64129;-2.59931;0.35871;3;5;1;9;13;4
0;2;0.09677;6;3;16;5;3;5.63937;2.63199;-2.63937;0.36801;3;5;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.64064;2.62352;-2.64064;0.37648;3;5;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.69464;2.62483;-2.69464;0.37517;3;5;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.57731;2.65240;-2.57731;0.3476;3;5;1;9;13;4
0;2;0.09677;6;3;16;5;3;5.61403;2.65254;-2.61403;0.34746;3;5;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.56718;2.67948;-2.56718;0.32052;3;5;1;9;13;4
0;2;0.09677;6;3;16;5;3;5.71892;2.66266;-2.71892;0.33734;3;5;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.64714;2.66235;-2.64714;0.33765;3;5;1;9;13;4
0;2;0.09677;6;3;16;5;3;5.69090;2.66296;-2.6909;0.33704;3;5;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.68094;2.66283;-2.68094;0.33717;3;5;1;9;14;4
0;2;0.09677;6;3;16;4;3;5.63519;2.67903;-2.63519;0.32097;3;5;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.72083;2.66334;-2.72083;0.33666;3;5;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.63206;2.64385;-2.63206;0.35615;3;5;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.62302;2.73301;-2.62302;0.26699;3;5;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.59723;2.65316;-2.59723;0.34684;3;5;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.59502;2.72311;-2.59502;0.27689;3;5;1;9;14;4
0;2;0.09677;6;3;16;4;3;5.60368;2.68742;-2.60368;0.31258;3;5;1;9;14;4
0;2;0.09677;7;3;16;4;3;5.59985;2.76313;-2.59985;0.23687;3;5;1;9;14;4
0;2;0.09677;7;3;16;4;3;5.66158;2.75786;-2.66158;0.24214;3;5;1;9;14;4
0;2;0.09677;7;3;16;4;3;5.63830;2.76191;-2.6383;0.23809;3;5;1;9;14;4
0;2;0.09677;6;3;16;4;3;5.52370;2.68256;-2.5237;0.31744;3;5;1;9;13;4
0;2;0.09677;6;3;16;5;3;5.63623;2.72067;-2.63623;0.27933;3;5;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.69838;2.72175;-2.69838;0.27825;3;5;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.70330;2.67577;-2.7033;0.32423;3;5;1;9;14;4
0;2;0.09677;6;3;16;4;3;5.58260;2.66923;-2.5826;0.33077;3;5;1;9;14;4
0;2;0.09677;6;3;16;4;3;5.58572;2.67497;-2.58572;0.32503;3;5;1;9;13;4
0;2;0.09677;6;3;16;5;3;5.54690;2.67488;-2.5469;0.32512;3;5;1;9;13;4
0;2;0.09677;6;3;16;5;3;5.66962;2.67520;-2.66962;0.3248;3;5;1;9;14;4
0;2;0.09677;6;3;16;4;3;5.69681;2.66940;-2.59681;0.3306;3;5;1;9;14;4
0;2;0.09677;6;3;16;4;3;5.54636;2.67743;-2.54636;0.32257;3;5;1;9;13;4
0;2;0.09677;6;3;16;4;3;5.63804;2.66969;-2.63804;0.33031;3;5;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.80515;2.64463;-2.80515;0.35537;3;4;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.67189;2.64633;-2.67189;0.35367;3;4;1;9;14;4
0;2;0.09677;6;3;16;4;3;5.69164;2.67650;-2.69164;0.3235;3;4;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.77212;2.67783;-2.77212;0.32217;3;4;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.77821;2.67086;-2.77821;0.32914;3;4;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.67258;2.67749;-2.67258;0.32251;3;4;1;9;14;4
0;2;0.09677;6;3;16;4;3;5.77885;2.67782;-2.77885;0.32218;3;4;1;9;14;4
0;2;0.09677;6;3;16;4;3;5.73380;2.67821;-2.7338;0.32179;3;4;2;9;14;4
0;2;0.09677;6;3;16;5;3;5.70981;2.67604;-2.70981;0.32396;3;4;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.60864;2.67870;-2.60864;0.3213;3;4;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.68143;2.67798;-2.68143;0.32202;3;4;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.66329;2.65988;-2.66329;0.34012;3;4;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.64721;2.64630;-2.64721;0.3537;3;4;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.57647;2.65697;-2.57647;0.34303;3;4;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.68003;2.67460;-2.68003;0.3254;3;4;1;9;14;4
0;2;0.09677;6;3;16;5;3;5.72648;2.66917;-2.72648;0.33083;3;4;1;9;14;4
0;2;0.097;5;3;16;4;3;5.659;2.603;-2.659;0.397;3;5;1;9;14;4
0;2;0.097;5;3;16;4;3;5.767;2.603;-2.767;0.397;3;5;1;9;14;4
0;2;0.097;5;3;16;4;3;5.735;2.624;-2.735;0.376;3;5;1;9;14;4
0;2;0.097;6;3;16;5;3;5.722;2.654;-2.722;0.346;4;5;1;9;14;3
0;2;0.097;6;3;16;4;3;5.765;2.686;-2.765;0.314;3;5;1;9;14;4
0;2;0.097;5;3;16;4;3;5.605;2.538;-2.605;0.462;3;5;1;9;13;4
0;2;0.097;6;3;16;5;3;5.692;2.663;-2.692;0.337;3;5;1;9;14;4
0;2;0.097;5;3;16;4;3;5.581;2.622;-2.581;0.378;3;5;1;9;13;4
0;2;0.097;6;3;16;4;3;5.805;2.629;-2.805;0.371;3;5;1;9;14;4
0;2;0.097;6;3;16;4;3;5.858;2.626;-2.858;0.374;3;5;1;9;15;4
0;2;0.097;5;3;16;4;3;5.569;2.614;-2.569;0.386;3;5;1;9;14;4
0;2;0.097;6;3;16;4;3;5.587;2.688;-2.587;0.312;3;5;1;9;14;4
0;2;0.097;5;3;16;5;3;5.735;2.630;-2.735;0.37;3;5;1;9;14;4
0;2;0.097;5;3;16;4;3;5.692;2.605;-2.692;0.395;3;5;1;9;14;4
0;2;0.097;5;3;16;4;3;5.713;2.605;-2.713;0.395;3;5;1;9;14;4
0;2;0.097;6;3;16;4;3;5.653;2.686;-2.653;0.314;3;5;1;9;14;4
0;2;0.097;5;3;16;5;3;5.692;2.621;-2.692;0.379;3;5;1;9;14;4
0;2;0.097;6;3;16;4;3;5.859;2.629;-2.859;0.371;3;3;1;9;15;4
0;2;0.097;6;3;16;4;3;5.691;2.538;-2.691;0.462;3;5;1;9;14;4
0;2;0.097;5;3;16;5;3;5.722;2.605;-2.722;0.395;3;5;1;8;14;4
0;2;0.097;6;3;16;4;3;5.711;2.688;-2.711;0.312;3;5;1;9;14;4
0;2;0.097;5;3;16;4;3;5.708;2.614;-2.708;0.386;3;5;1;9;14;4
0;2;0.097;6;3;16;5;3;5.602;2.664;-2.602;0.336;3;5;1;9;14;4
0;2;0.097;6;3;16;5;3;5.562;2.654;-2.562;0.346;3;5;1;9;13;4
0;2;0.097;6;3;16;4;3;5.805;2.626;-2.805;0.374;3;5;1;9;14;4
0;2;0.097;5;3;16;5;3;5.677;2.639;-2.677;0.361;3;5;1;9;14;4
0;2;0.097;5;3;16;4;3;5.734;2.624;-2.734;0.376;3;5;1;9;14;4
0;2;0.097;5;3;16;5;3;5.562;2.605;-2.562;0.395;3;5;1;8;13;4
0;2;0.097;5;3;16;5;3;5.695;2.639;-2.695;0.361;3;5;1;9;14;4
0;3;0.097;10;1;15;5;1;5.912;2.953;-2.912;0.047;3;5;1;9;15;4
0;3;0.097;10;1;15;5;1;5.732;2.946;-2.732;0.054;3;3;1;9;14;4
0;3;0.097;11;1;15;6;1;5.861;2.955;-2.861;0.045;3;3;1;9;15;4
0;2;0.097;6;3;16;5;3;5.602;2.726;-2.602;0.274;3;5;1;9;14;4
0;3;0.097;11;1;15;6;1;5.939;2.961;-2.939;0.039;3;3;1;10;15;4
0;3;0.097;11;1;15;6;1;5.912;2.958;-2.912;0.042;3;3;1;9;15;4
0;3;0.097;10;1;15;5;1;5.912;2.955;-2.912;0.045;3;3;1;9;14;4
0;3;0.097;10;1;15;5;1;5.861;2.950;-2.861;0.05;3;3;1;9;15;4
0;3;0.097;10;1;15;5;1;5.861;2.952;-2.861;0.048;3;3;1;9;14;4
0;3;0.097;10;1;15;5;1;5.861;2.948;-2.861;0.052;3;3;1;9;14;4
0;3;0.097;11;1;15;6;1;5.861;2.950;-2.861;0.05;3;3;1;10;15;4
0;3;0.097;11;1;15;6;1;5.955;2.961;-2.955;0.039;3;3;1;9;15;4
0;3;0.097;10;1;15;5;1;5.939;2.956;-2.939;0.044;3;3;1;9;15;4
0;3;0.097;11;1;15;6;1;5.939;2.960;-2.939;0.04;3;3;1;9;15;4
0;2;0.097;8;2;16;5;2;5.589;2.877;-2.589;0.123;3;5;1;9;14;4
0;2;0.097;6;3;16;5;3;5.550;2.736;-2.55;0.264;3;5;1;9;13;4
0;2;0.097;6;3;16;5;3;5.619;2.711;-2.619;0.289;3;5;1;9;13;4
0;2;0.097;6;3;16;5;3;5.624;2.748;-2.624;0.252;3;5;1;9;13;4
0;2;0.097;6;3;16;5;3;5.590;2.717;-2.59;0.283;3;5;1;9;14;4
0;2;0.097;6;3;16;5;3;5.550;2.693;-2.55;0.307;3;5;1;9;13;4
0;2;0.097;5;3;16;5;3;5.534;2.686;-2.534;0.314;3;5;1;9;13;4
0;2;0.097;6;3;16;5;3;5.535;2.717;-2.535;0.283;3;5;1;9;13;4
0;2;0.097;6;3;16;5;3;5.530;2.706;-2.53;0.294;3;5;1;9;13;4
0;2;0.097;8;2;16;6;2;5.594;2.863;-2.594;0.137;3;5;1;9;14;4
0;2;0.097;8;2;16;5;2;5.570;2.902;-2.57;0.098;3;5;1;9;13;4
0;2;0.097;10;2;16;5;2;5.490;2.930;-2.49;0.07;3;5;1;9;13;4
0;2;0.097;10;2;16;5;2;5.527;2.929;-2.527;0.071;3;5;1;9;13;4
0;2;0.097;7;2;16;6;2;5.706;2.859;-2.706;0.141;3;4;1;10;14;4
0;2;0.097;7;2;16;6;2;5.729;2.862;-2.729;0.138;3;4;1;9;14;4
0;2;0.097;8;2;16;4;2;5.562;2.880;-2.562;0.12;3;5;1;9;13;4
0;2;0.097;7;3;16;5;3;5.478;2.803;-2.478;0.197;3;5;1;9;13;4
0;2;0.097;7;3;16;5;3;5.590;2.796;-2.59;0.204;3;5;1;9;14;4
0;2;0.097;7;3;16;5;3;5.547;2.803;-2.547;0.197;3;5;1;9;13;4
0;2;0.097;7;3;16;5;3;5.644;2.791;-2.644;0.209;3;4;1;9;14;4
0;2;0.097;7;2;16;7;2;5.726;2.866;-2.726;0.134;3;4;1;9;14;4
0;2;0.097;7;2;16;7;2;5.729;2.878;-2.729;0.122;3;4;1;9;14;4
0;2;0.097;7;2;16;6;2;5.712;2.878;-2.712;0.122;3;4;1;9;14;4
0;2;0.097;7;2;16;6;2;5.709;2.861;-2.709;0.139;3;4;1;9;14;4
0;2;0.097;7;2;16;6;2;5.695;2.881;-2.695;0.119;3;4;1;9;14;4
0;2;0.097;7;3;16;5;3;5.490;2.822;-2.49;0.178;3;5;1;9;13;4
0;2;0.097;10;2;16;5;2;5.481;2.935;-2.481;0.065;3;5;1;9;13;4
0;2;0.097;8;2;16;5;2;5.664;2.892;-2.664;0.108;3;4;1;9;14;4
0;2;0.097;7;2;16;6;2;5.588;2.887;-2.588;0.113;3;4;1;9;13;4
0;2;0.097;7;3;16;5;3;5.591;2.819;-2.591;0.181;3;5;1;9;14;4
0;2;0.097;7;3;16;5;3;5.486;2.834;-2.486;0.166;3;5;1;9;13;4
0;2;0.097;7;3;16;5;3;5.590;2.825;-2.59;0.175;3;5;1;9;14;4
0;2;0.097;8;2;16;5;2;5.485;2.895;-2.485;0.105;3;5;1;9;13;4
0;2;0.097;7;3;16;5;3;5.596;2.830;-2.596;0.17;3;5;1;9;14;4
0;2;0.097;6;3;16;5;3;5.519;2.773;-2.519;0.227;3;5;1;9;13;4
0;2;0.097;7;3;16;5;3;5.596;2.807;-2.596;0.193;3;5;1;9;14;4
0;2;0.097;6;3;16;5;3;5.528;2.801;-2.528;0.199;3;5;1;9;13;4
0;2;0.097;6;3;16;5;3;5.608;2.801;-2.608;0.199;3;5;1;9;14;4
0;2;0.097;7;2;16;6;2;5.625;2.869;-2.625;0.131;3;4;1;9;14;4
0;2;0.097;8;2;16;5;2;5.655;2.875;-2.655;0.125;3;4;1;9;14;4
0;2;0.097;8;2;16;5;2;5.545;2.894;-2.545;0.106;3;5;1;9;13;4
0;2;0.097;8;2;16;5;2;5.593;2.883;-2.593;0.117;3;5;1;9;14;4
0;2;0.097;7;2;16;6;2;5.500;2.865;-2.5;0.135;3;5;1;9;13;4
0;2;0.097;7;3;16;5;3;5.706;2.805;-2.706;0.195;3;4;1;9;14;4
0;2;0.097;8;2;16;6;2;5.508;2.901;-2.508;0.099;3;5;1;9;13;4
0;2;0.097;7;3;16;4;3;5.547;2.826;-2.547;0.174;3;5;1;9;13;4
0;2;0.097;7;2;16;5;2;5.515;2.864;-2.515;0.136;3;5;1;9;13;4
0;2;0.097;7;3;16;5;3;5.627;2.796;-2.627;0.204;3;4;1;9;14;4
0;2;0.097;8;2;16;5;2;5.546;2.871;-2.546;0.129;3;5;1;9;13;4
0;2;0.097;8;2;16;6;2;5.562;2.880;-2.562;0.12;3;5;1;9;13;4
0;2;0.097;7;3;16;5;3;5.639;2.820;-2.639;0.18;3;4;1;9;14;4
0;2;0.097;9;2;16;5;2;5.600;2.917;-2.6;0.083;3;4;1;9;13;4
0;2;0.097;9;2;16;5;2;5.650;2.920;-2.65;0.08;3;4;1;9;14;4
0;2;0.097;10;2;16;5;2;5.562;2.921;-2.562;0.079;3;5;1;9;14;4
0;2;0.097;8;2;16;5;2;5.594;2.874;-2.594;0.126;3;5;1;9;14;4
0;2;0.097;7;2;16;5;2;5.571;2.864;-2.571;0.136;3;5;1;9;13;4
0;2;0.097;7;3;16;5;3;5.651;2.837;-2.651;0.163;3;4;1;9;14;4
0;2;0.097;8;2;16;5;2;5.597;2.887;-2.597;0.113;3;5;1;9;14;4
0;2;0.097;6;2;16;6;2;5.562;2.856;-2.562;0.144;3;5;1;9;14;4
0;2;0.097;7;3;16;5;3;5.593;2.840;-2.593;0.16;3;5;1;9;14;4
0;2;0.097;6;2;16;6;2;5.562;2.856;-2.562;0.144;3;5;1;9;14;4
0;2;0.097;8;2;16;6;2;5.562;2.880;-2.562;0.12;3;5;1;9;14;4
0;2;0.097;7;3;16;5;3;5.730;2.794;-2.73;0.206;3;4;1;9;14;4
0;2;0.097;7;3;16;4;3;5.707;2.805;-2.707;0.195;3;4;1;9;14;4
0;2;0.097;9;2;16;5;2;5.490;2.921;-2.49;0.079;3;5;1;9;13;4
0;2;0.097;6;2;16;5;2;5.539;2.872;-2.539;0.128;3;5;1;9;13;4
0;2;0.097;9;2;16;5;2;5.725;2.914;-2.725;0.086;3;4;1;9;14;4
0;2;0.097;7;3;16;5;3;5.658;2.834;-2.658;0.166;3;4;1;9;14;4
0;2;0.097;7;3;16;5;3;5.594;2.840;-2.594;0.16;3;5;1;9;14;4
0;2;0.097;9;2;16;5;2;5.709;2.914;-2.709;0.086;3;4;1;10;14;4
0;2;0.097;9;2;16;5;2;5.721;2.905;-2.721;0.095;3;4;1;9;14;4
0;2;0.097;8;2;16;5;2;5.596;2.899;-2.596;0.101;3;5;1;9;14;4
0;2;0.097;8;2;16;4;2;5.714;2.898;-2.714;0.102;3;4;1;9;14;4
0;2;0.097;9;2;16;5;2;5.693;2.915;-2.693;0.085;3;4;1;9;14;4
0;2;0.097;7;2;16;7;2;5.675;2.859;-2.675;0.141;3;4;1;9;14;4
0;2;0.097;7;2;16;7;2;5.581;2.859;-2.581;0.141;3;4;1;9;13;4
0;2;0.097;8;2;16;5;2;5.661;2.911;-2.661;0.089;3;4;1;9;14;4
0;2;0.097;8;2;16;5;2;5.611;2.923;-2.611;0.077;3;4;1;9;13;4
0;2;0.097;8;2;16;5;2;5.478;2.912;-2.478;0.088;3;5;1;9;13;4
0;2;0.097;8;2;16;5;2;5.513;2.912;-2.513;0.088;3;5;1;9;13;4
0;2;0.097;6;2;16;6;2;5.562;2.856;-2.562;0.144;3;5;1;9;14;4
0;2;0.097;8;2;16;5;2;5.562;2.901;-2.562;0.099;3;5;1;9;13;4
1;2;0.097;5;3;16;5;3;6;2.236;-3;0.764;2;6;1;8;16;3
0;2;0.097;7;3;16;5;3;5.826;2.783;-2.826;0.217;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.782;2.673;-2.782;0.327;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.727;2.612;-2.727;0.388;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.722;2.727;-2.722;0.273;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.835;2.823;-2.835;0.177;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.871;2.727;-2.871;0.273;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.871;2.817;-2.871;0.183;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.782;2.683;-2.782;0.317;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.872;2.819;-2.872;0.181;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.810;2.815;-2.81;0.185;3;4;1;9;14;3
0;2;0.097;6;3;16;4;3;5.833;2.677;-2.833;0.323;3;4;1;9;14;3
0;2;0.097;7;3;16;4;3;5.748;2.809;-2.748;0.191;3;4;1;9;13;3
0;2;0.097;7;3;16;5;3;5.868;2.732;-2.868;0.268;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.860;2.805;-2.86;0.195;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.608;2.756;-2.608;0.244;3;5;1;9;13;3
0;2;0.097;7;3;16;4;3;5.748;2.833;-2.748;0.167;3;4;1;9;13;3
0;2;0.097;6;3;16;5;3;5.833;2.689;-2.833;0.311;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.823;2.805;-2.823;0.195;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.779;2.657;-2.779;0.343;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.683;2.741;-2.683;0.259;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.872;2.819;-2.872;0.181;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.656;2.773;-2.656;0.227;3;4;1;9;13;3
0;2;0.097;7;3;16;5;3;5.871;2.817;-2.871;0.183;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.866;2.812;-2.866;0.188;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.794;2.752;-2.794;0.248;3;4;1;9;14;3
0;2;0.097;6;3;16;5;3;5.835;2.683;-2.835;0.317;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.827;2.816;-2.827;0.184;3;4;1;9;14;3
0;2;0.097;7;3;16;5;3;5.846;2.818;-2.846;0.182;3;4;1;9;14;3
